frame.number,frame.time,tcp.srcport,tcp.dstport,nbns.flags.rcode
"1067","Dec  2, 2017 12:45:00.824913000 Eastern Standard Time","8081","58220",
"1068","Dec  2, 2017 12:45:00.825281000 Eastern Standard Time","8081","58220",
"1069","Dec  2, 2017 12:45:00.825616000 Eastern Standard Time","8081","58220",
"1070","Dec  2, 2017 12:45:01.041796000 Eastern Standard Time","58220","8081",
"1071","Dec  2, 2017 12:45:01.042042000 Eastern Standard Time","58220","8081",
"1072","Dec  2, 2017 12:45:01.047233000 Eastern Standard Time","58220","8081",
"1073","Dec  2, 2017 12:45:01.047481000 Eastern Standard Time","58220","8081",
"1074","Dec  2, 2017 12:45:01.089138000 Eastern Standard Time","8081","58220",
"1075","Dec  2, 2017 12:45:01.096634000 Eastern Standard Time","8081","58220",
"1076","Dec  2, 2017 12:45:01.100431000 Eastern Standard Time","8081","58220",
"1077","Dec  2, 2017 12:45:01.100795000 Eastern Standard Time","8081","58220",
"1078","Dec  2, 2017 12:45:01.315247000 Eastern Standard Time","58220","8081",
"1079","Dec  2, 2017 12:45:01.321891000 Eastern Standard Time","58220","8081",
"1080","Dec  2, 2017 12:45:01.322001000 Eastern Standard Time","58220","8081",
"1081","Dec  2, 2017 12:45:01.322047000 Eastern Standard Time","58220","8081",
"1082","Dec  2, 2017 12:45:01.322092000 Eastern Standard Time","58220","8081",
"1083","Dec  2, 2017 12:45:01.328059000 Eastern Standard Time","58220","8081",
"1084","Dec  2, 2017 12:45:01.328599000 Eastern Standard Time","8081","58220",
"1085","Dec  2, 2017 12:45:01.364776000 Eastern Standard Time","8081","58220",
"1086","Dec  2, 2017 12:45:01.365997000 Eastern Standard Time","8081","58220",
"1087","Dec  2, 2017 12:45:01.366163000 Eastern Standard Time","8081","58220",
"1088","Dec  2, 2017 12:45:01.366370000 Eastern Standard Time","8081","58220",
"1089","Dec  2, 2017 12:45:01.563306000 Eastern Standard Time","58220","8081",
"1090","Dec  2, 2017 12:45:01.569081000 Eastern Standard Time","58220","8081",
"1091","Dec  2, 2017 12:45:01.569451000 Eastern Standard Time","58220","8081",
"1092","Dec  2, 2017 12:45:01.569529000 Eastern Standard Time","58220","8081",
"1093","Dec  2, 2017 12:45:01.569575000 Eastern Standard Time","58220","8081",
"1094","Dec  2, 2017 12:45:01.569819000 Eastern Standard Time","58220","8081",
"1095","Dec  2, 2017 12:45:01.607594000 Eastern Standard Time","8081","58220",
"1096","Dec  2, 2017 12:45:01.607723000 Eastern Standard Time","8081","58220",
"1097","Dec  2, 2017 12:45:01.608047000 Eastern Standard Time","8081","58220",
"1098","Dec  2, 2017 12:45:01.823624000 Eastern Standard Time","58220","8081",
"1099","Dec  2, 2017 12:45:01.833749000 Eastern Standard Time","58220","8081",
"1100","Dec  2, 2017 12:45:01.833969000 Eastern Standard Time","58220","8081",
"1101","Dec  2, 2017 12:45:01.834906000 Eastern Standard Time","58220","8081",
"1102","Dec  2, 2017 12:45:01.840341000 Eastern Standard Time","58220","8081",
"1103","Dec  2, 2017 12:45:01.879596000 Eastern Standard Time","8081","58220",
"1104","Dec  2, 2017 12:45:01.880122000 Eastern Standard Time","8081","58220",
"1105","Dec  2, 2017 12:45:02.073448000 Eastern Standard Time","58220","8081",
"1106","Dec  2, 2017 12:45:02.073495000 Eastern Standard Time","58220","8081",
"1107","Dec  2, 2017 12:45:02.075625000 Eastern Standard Time","58220","8081",
"1108","Dec  2, 2017 12:45:02.097008000 Eastern Standard Time","8081","58220",
"1109","Dec  2, 2017 12:45:02.097334000 Eastern Standard Time","8081","58220",
"1110","Dec  2, 2017 12:45:02.311400000 Eastern Standard Time","58220","8081",
"1111","Dec  2, 2017 12:45:02.311563000 Eastern Standard Time","58220","8081",
"1112","Dec  2, 2017 12:45:02.314363000 Eastern Standard Time","58220","8081",
"1113","Dec  2, 2017 12:45:02.314415000 Eastern Standard Time","58220","8081",
"1114","Dec  2, 2017 12:45:02.316593000 Eastern Standard Time","58220","8081",
"1115","Dec  2, 2017 12:45:02.355848000 Eastern Standard Time","8081","58220",
"1116","Dec  2, 2017 12:45:02.359340000 Eastern Standard Time","8081","58220",
"1117","Dec  2, 2017 12:45:02.359671000 Eastern Standard Time","8081","58220",
"1118","Dec  2, 2017 12:45:02.556080000 Eastern Standard Time","58220","8081",
"1119","Dec  2, 2017 12:45:02.556199000 Eastern Standard Time","58220","8081",
"1120","Dec  2, 2017 12:45:02.556440000 Eastern Standard Time","58220","8081",
"1121","Dec  2, 2017 12:45:02.556617000 Eastern Standard Time","58220","8081",
"1122","Dec  2, 2017 12:45:02.559277000 Eastern Standard Time","8081","58220",
"1123","Dec  2, 2017 12:45:02.593366000 Eastern Standard Time","8081","58220",
"1124","Dec  2, 2017 12:45:02.593662000 Eastern Standard Time","8081","58220",
"1125","Dec  2, 2017 12:45:02.593936000 Eastern Standard Time","8081","58220",
"1126","Dec  2, 2017 12:45:02.594223000 Eastern Standard Time","8081","58220",
"1127","Dec  2, 2017 12:45:02.811131000 Eastern Standard Time","58220","8081",
"1128","Dec  2, 2017 12:45:02.811186000 Eastern Standard Time","58220","8081",
"1129","Dec  2, 2017 12:45:02.811756000 Eastern Standard Time","58220","8081",
"1130","Dec  2, 2017 12:45:02.811792000 Eastern Standard Time","58220","8081",
"1131","Dec  2, 2017 12:45:02.811829000 Eastern Standard Time","58220","8081",
"1132","Dec  2, 2017 12:45:02.814179000 Eastern Standard Time","58220","8081",
"1133","Dec  2, 2017 12:45:02.856257000 Eastern Standard Time","8081","58220",
"1134","Dec  2, 2017 12:45:02.890368000 Eastern Standard Time","8081","58220",
"1135","Dec  2, 2017 12:45:02.890740000 Eastern Standard Time","8081","58220",
"1136","Dec  2, 2017 12:45:02.891104000 Eastern Standard Time","8081","58220",
"1137","Dec  2, 2017 12:45:03.304955000 Eastern Standard Time","8081","58220",
"1138","Dec  2, 2017 12:45:03.501170000 Eastern Standard Time","58220","8081",
"1139","Dec  2, 2017 12:45:03.719951000 Eastern Standard Time","8081","58220",
"1140","Dec  2, 2017 12:45:03.906433000 Eastern Standard Time","58220","8081",
"1141","Dec  2, 2017 12:45:03.907054000 Eastern Standard Time","8081","58220",
"1142","Dec  2, 2017 12:45:04.097506000 Eastern Standard Time","58220","8081",
"1143","Dec  2, 2017 12:45:04.098216000 Eastern Standard Time","8081","58220",
"1144","Dec  2, 2017 12:45:04.098907000 Eastern Standard Time","8081","58220",
"1145","Dec  2, 2017 12:45:04.289235000 Eastern Standard Time","58220","8081",
"1146","Dec  2, 2017 12:45:04.289372000 Eastern Standard Time","58220","8081",
"1147","Dec  2, 2017 12:45:04.289773000 Eastern Standard Time","8081","58220",
"1148","Dec  2, 2017 12:45:04.290065000 Eastern Standard Time","8081","58220",
"1149","Dec  2, 2017 12:45:04.517396000 Eastern Standard Time","58220","8081",
"1150","Dec  2, 2017 12:45:04.517566000 Eastern Standard Time","58220","8081",
"1151","Dec  2, 2017 12:45:04.517928000 Eastern Standard Time","8081","58220",
"1152","Dec  2, 2017 12:45:04.519202000 Eastern Standard Time","58220","8081",
"1153","Dec  2, 2017 12:45:04.519320000 Eastern Standard Time","58220","8081",
"1154","Dec  2, 2017 12:45:04.712313000 Eastern Standard Time","58220","8081",
"1155","Dec  2, 2017 12:45:04.715587000 Eastern Standard Time","58220","8081",
"1156","Dec  2, 2017 12:45:04.715977000 Eastern Standard Time","8081","58220",
"1157","Dec  2, 2017 12:45:04.762677000 Eastern Standard Time","8081","58220",
"1158","Dec  2, 2017 12:45:04.767826000 Eastern Standard Time","8081","58220",
"1159","Dec  2, 2017 12:45:04.995129000 Eastern Standard Time","58220","8081",
"1160","Dec  2, 2017 12:45:04.995715000 Eastern Standard Time","8081","58220",
"1161","Dec  2, 2017 12:45:05.004083000 Eastern Standard Time","58220","8081",
"1162","Dec  2, 2017 12:45:05.004408000 Eastern Standard Time","8081","58220",
"1163","Dec  2, 2017 12:45:05.228801000 Eastern Standard Time","58220","8081",
"1164","Dec  2, 2017 12:45:05.416183000 Eastern Standard Time","8081","58220",
"1165","Dec  2, 2017 12:45:05.626561000 Eastern Standard Time","58220","8081",
"1166","Dec  2, 2017 12:45:05.626907000 Eastern Standard Time","8081","58220",
"1167","Dec  2, 2017 12:45:05.866889000 Eastern Standard Time","58220","8081",
"1168","Dec  2, 2017 12:45:05.867133000 Eastern Standard Time","58220","8081",
"1169","Dec  2, 2017 12:45:05.869932000 Eastern Standard Time","8081","58220",
"1170","Dec  2, 2017 12:45:05.939902000 Eastern Standard Time","8081","58220",
"1171","Dec  2, 2017 12:45:05.940551000 Eastern Standard Time","8081","58220",
"1172","Dec  2, 2017 12:45:06.133616000 Eastern Standard Time","58220","8081",
"1173","Dec  2, 2017 12:45:06.133659000 Eastern Standard Time","58220","8081",
"1174","Dec  2, 2017 12:45:06.134127000 Eastern Standard Time","8081","58220",
"1175","Dec  2, 2017 12:45:06.326656000 Eastern Standard Time","58220","8081",
"1176","Dec  2, 2017 12:45:06.326730000 Eastern Standard Time","58220","8081",
"1177","Dec  2, 2017 12:45:06.327237000 Eastern Standard Time","8081","58220",
"1178","Dec  2, 2017 12:45:06.531072000 Eastern Standard Time","58220","8081",
"1179","Dec  2, 2017 12:45:06.532944000 Eastern Standard Time","58220","8081",
"1180","Dec  2, 2017 12:45:06.533352000 Eastern Standard Time","8081","58220",
"1181","Dec  2, 2017 12:45:06.674442000 Eastern Standard Time","8081","58220",
"1182","Dec  2, 2017 12:45:06.674714000 Eastern Standard Time","8081","58220",
"1183","Dec  2, 2017 12:45:06.871012000 Eastern Standard Time","58220","8081",
"1184","Dec  2, 2017 12:45:06.872833000 Eastern Standard Time","8081","58220",
"1185","Dec  2, 2017 12:45:06.873446000 Eastern Standard Time","58220","8081",
"1186","Dec  2, 2017 12:45:06.873892000 Eastern Standard Time","8081","58220",
"1187","Dec  2, 2017 12:45:06.914716000 Eastern Standard Time","58220","8081",
"1188","Dec  2, 2017 12:45:06.915070000 Eastern Standard Time","8081","58220",
"1189","Dec  2, 2017 12:45:07.067570000 Eastern Standard Time","58220","8081",
"1190","Dec  2, 2017 12:45:07.067747000 Eastern Standard Time","58220","8081",
"1191","Dec  2, 2017 12:45:07.068033000 Eastern Standard Time","58220","8081",
"1192","Dec  2, 2017 12:45:07.068315000 Eastern Standard Time","58220","8081",
"1193","Dec  2, 2017 12:45:07.104213000 Eastern Standard Time","58220","8081",
"1194","Dec  2, 2017 12:45:07.106723000 Eastern Standard Time","58220","8081",
"1195","Dec  2, 2017 12:45:07.107232000 Eastern Standard Time","8081","58220",
"1196","Dec  2, 2017 12:45:07.150409000 Eastern Standard Time","8081","58220",
"1197","Dec  2, 2017 12:45:07.150542000 Eastern Standard Time","8081","58220",
"1198","Dec  2, 2017 12:45:07.150701000 Eastern Standard Time","8081","58220",
"1199","Dec  2, 2017 12:45:07.371027000 Eastern Standard Time","58220","8081",
"1200","Dec  2, 2017 12:45:07.371104000 Eastern Standard Time","58220","8081",
"1201","Dec  2, 2017 12:45:07.372098000 Eastern Standard Time","8081","58220",
"1202","Dec  2, 2017 12:45:07.372141000 Eastern Standard Time","8081","58220",
"1203","Dec  2, 2017 12:45:07.599953000 Eastern Standard Time","58220","8081",
"1204","Dec  2, 2017 12:45:07.600024000 Eastern Standard Time","58220","8081",
"1205","Dec  2, 2017 12:45:07.600107000 Eastern Standard Time","58220","8081",
"1206","Dec  2, 2017 12:45:07.600493000 Eastern Standard Time","8081","58220",
"1207","Dec  2, 2017 12:45:07.822102000 Eastern Standard Time","58220","8081",
"1208","Dec  2, 2017 12:45:07.822405000 Eastern Standard Time","58220","8081",
"1209","Dec  2, 2017 12:45:07.822910000 Eastern Standard Time","8081","58220",
"1210","Dec  2, 2017 12:45:07.872605000 Eastern Standard Time","8081","58220",
"1211","Dec  2, 2017 12:45:07.884825000 Eastern Standard Time","8081","58220",
"1212","Dec  2, 2017 12:45:08.134817000 Eastern Standard Time","58220","8081",
"1213","Dec  2, 2017 12:45:08.134984000 Eastern Standard Time","58220","8081",
"1214","Dec  2, 2017 12:45:08.136452000 Eastern Standard Time","8081","58220",
"1215","Dec  2, 2017 12:45:08.355228000 Eastern Standard Time","58220","8081",
"1216","Dec  2, 2017 12:45:08.355273000 Eastern Standard Time","58220","8081",
"1217","Dec  2, 2017 12:45:08.355928000 Eastern Standard Time","8081","58220",
"1218","Dec  2, 2017 12:45:08.395987000 Eastern Standard Time","58220","8081",
"1219","Dec  2, 2017 12:45:08.571507000 Eastern Standard Time","58220","8081",
"1220","Dec  2, 2017 12:45:08.573219000 Eastern Standard Time","58220","8081",
"1221","Dec  2, 2017 12:45:08.573374000 Eastern Standard Time","8081","58220",
"1222","Dec  2, 2017 12:45:08.621072000 Eastern Standard Time","8081","58220",
"1223","Dec  2, 2017 12:45:08.621454000 Eastern Standard Time","8081","58220",
"1224","Dec  2, 2017 12:45:08.848217000 Eastern Standard Time","58220","8081",
"1225","Dec  2, 2017 12:45:08.848349000 Eastern Standard Time","58220","8081",
"1226","Dec  2, 2017 12:45:08.848637000 Eastern Standard Time","8081","58220",
"1227","Dec  2, 2017 12:45:08.848949000 Eastern Standard Time","8081","58220",
"1228","Dec  2, 2017 12:45:09.118616000 Eastern Standard Time","58220","8081",
"1229","Dec  2, 2017 12:45:09.118697000 Eastern Standard Time","58220","8081",
"1230","Dec  2, 2017 12:45:09.118776000 Eastern Standard Time","58220","8081",
"1231","Dec  2, 2017 12:45:09.119029000 Eastern Standard Time","8081","58220",
"1232","Dec  2, 2017 12:45:09.166294000 Eastern Standard Time","8081","58220",
"1233","Dec  2, 2017 12:45:09.166664000 Eastern Standard Time","8081","58220",
"1234","Dec  2, 2017 12:45:09.167072000 Eastern Standard Time","8081","58220",
"1235","Dec  2, 2017 12:45:09.393484000 Eastern Standard Time","58220","8081",
"1236","Dec  2, 2017 12:45:09.393844000 Eastern Standard Time","8081","58220",
"1237","Dec  2, 2017 12:45:09.404312000 Eastern Standard Time","58220","8081",
"1238","Dec  2, 2017 12:45:09.404569000 Eastern Standard Time","8081","58220",
"1239","Dec  2, 2017 12:45:09.636438000 Eastern Standard Time","58220","8081",
"1240","Dec  2, 2017 12:45:09.636489000 Eastern Standard Time","58220","8081",
"1241","Dec  2, 2017 12:45:09.636602000 Eastern Standard Time","58220","8081",
"1242","Dec  2, 2017 12:45:09.636965000 Eastern Standard Time","8081","58220",
"1243","Dec  2, 2017 12:45:09.637288000 Eastern Standard Time","8081","58220",
"1244","Dec  2, 2017 12:45:09.834133000 Eastern Standard Time","58220","8081",
"1245","Dec  2, 2017 12:45:09.834179000 Eastern Standard Time","58220","8081",
"1246","Dec  2, 2017 12:45:09.834618000 Eastern Standard Time","8081","58220",
"1247","Dec  2, 2017 12:45:09.844760000 Eastern Standard Time","58220","8081",
"1248","Dec  2, 2017 12:45:10.097581000 Eastern Standard Time","58220","8081",
"1249","Dec  2, 2017 12:45:10.103862000 Eastern Standard Time","58220","8081",
"1250","Dec  2, 2017 12:45:10.104226000 Eastern Standard Time","8081","58220",
"1251","Dec  2, 2017 12:45:10.129541000 Eastern Standard Time","8081","58220",
"1252","Dec  2, 2017 12:45:10.129827000 Eastern Standard Time","8081","58220",
"1253","Dec  2, 2017 12:45:10.339910000 Eastern Standard Time","58220","8081",
"1254","Dec  2, 2017 12:45:10.339951000 Eastern Standard Time","58220","8081",
"1255","Dec  2, 2017 12:45:10.340490000 Eastern Standard Time","8081","58220",
"1256","Dec  2, 2017 12:45:10.609653000 Eastern Standard Time","58220","8081",
"1257","Dec  2, 2017 12:45:10.611542000 Eastern Standard Time","58220","8081",
"1258","Dec  2, 2017 12:45:10.613571000 Eastern Standard Time","58220","8081",
"1259","Dec  2, 2017 12:45:10.613616000 Eastern Standard Time","58220","8081",
"1260","Dec  2, 2017 12:45:10.614115000 Eastern Standard Time","8081","58220",
"1261","Dec  2, 2017 12:45:10.885792000 Eastern Standard Time","58220","8081",
"1262","Dec  2, 2017 12:45:10.887815000 Eastern Standard Time","58220","8081",
"1263","Dec  2, 2017 12:45:10.927475000 Eastern Standard Time","8081","58220",
"1264","Dec  2, 2017 12:45:10.939216000 Eastern Standard Time","8081","58220",
"1265","Dec  2, 2017 12:45:10.939255000 Eastern Standard Time","8081","58220",
"1266","Dec  2, 2017 12:45:11.182112000 Eastern Standard Time","58220","8081",
"1267","Dec  2, 2017 12:45:11.182182000 Eastern Standard Time","58220","8081",
"1268","Dec  2, 2017 12:45:11.182797000 Eastern Standard Time","8081","58220",
"1269","Dec  2, 2017 12:45:11.449060000 Eastern Standard Time","58220","8081",
"1270","Dec  2, 2017 12:45:11.449192000 Eastern Standard Time","58220","8081",
"1271","Dec  2, 2017 12:45:11.449387000 Eastern Standard Time","8081","58220",
"1272","Dec  2, 2017 12:45:11.489065000 Eastern Standard Time","58220","8081",
"1273","Dec  2, 2017 12:45:11.667789000 Eastern Standard Time","58220","8081",
"1274","Dec  2, 2017 12:45:11.668123000 Eastern Standard Time","58220","8081",
"1275","Dec  2, 2017 12:45:11.668973000 Eastern Standard Time","8081","58220",
"1276","Dec  2, 2017 12:45:11.807888000 Eastern Standard Time","8081","58220",
"1277","Dec  2, 2017 12:45:11.808095000 Eastern Standard Time","8081","58220",
"1278","Dec  2, 2017 12:45:11.808266000 Eastern Standard Time","8081","58220",
"1279","Dec  2, 2017 12:45:12.026034000 Eastern Standard Time","58220","8081",
"1280","Dec  2, 2017 12:45:12.026598000 Eastern Standard Time","8081","58220",
"1281","Dec  2, 2017 12:45:12.027752000 Eastern Standard Time","58220","8081",
"1282","Dec  2, 2017 12:45:12.028265000 Eastern Standard Time","8081","58220",
"1283","Dec  2, 2017 12:45:12.244533000 Eastern Standard Time","58220","8081",
"1284","Dec  2, 2017 12:45:12.279278000 Eastern Standard Time","58220","8081",
"1285","Dec  2, 2017 12:45:12.723348000 Eastern Standard Time","8081","58220",
"1286","Dec  2, 2017 12:45:12.981345000 Eastern Standard Time","58220","8081",
"1287","Dec  2, 2017 12:45:12.981625000 Eastern Standard Time","58220","8081",
"1288","Dec  2, 2017 12:45:12.982395000 Eastern Standard Time","8081","58220",
"1289","Dec  2, 2017 12:45:13.037719000 Eastern Standard Time","8081","58220",
"1290","Dec  2, 2017 12:45:13.051260000 Eastern Standard Time","8081","58220",
"1291","Dec  2, 2017 12:45:13.280367000 Eastern Standard Time","58220","8081",
"1292","Dec  2, 2017 12:45:13.280478000 Eastern Standard Time","58220","8081",
"1293","Dec  2, 2017 12:45:13.280532000 Eastern Standard Time","58220","8081",
